Id,age,Income,Spend,Savings,Debt,Credit Rating,Is Employable ,HasCriminalBackground,Unemployed For
11188,65,11535108,37,51,-32,8,0,0,51
11189,107,174794536,61,50,-12,1,1,1,4
11190,4,105257489,47,38,-40,3,0,0,19
11191,47,823368974,79,41,17,8,1,1,23
11192,2,543372991,49,51,46,10,0,0,36
11193,31,658998203,78,55,27,6,1,1,53
11194,59,381429509,43,40,-9,5,0,0,32
11195,53,6349471,30,60,30,9,1,1,15
11196,92,135225124,78,39,1,9,0,0,25
11197,60,988254129,21,54,7,10,1,1,59
11198,73,955221126,73,59,13,7,0,0,26
11199,26,697531517,71,59,-12,3,1,1,12
11200,48,792073332,57,44,2,6,0,0,41
11201,36,456542346,42,58,-5,9,1,1,13
11202,77,491491423,53,46,-33,3,0,0,24
11203,109,187552202,54,54,22,2,1,1,10
11204,106,12105238,48,49,-47,1,0,0,47
11205,93,855153878,67,36,32,1,1,1,56
11206,16,142174375,70,52,-13,8,0,0,12
11207,102,751763299,75,45,23,6,1,1,31
11208,97,156476301,17,58,-29,9,0,0,60
11209,26,728947642,57,45,35,2,1,1,51
11210,32,919337020,80,56,-11,9,0,0,39
11211,93,598447082,16,32,18,3,1,1,4
11212,92,118644323,62,57,34,5,0,0,24
11213,64,524756987,73,32,-37,6,1,1,36
11214,6,323675174,40,58,5,2,0,0,57
11215,22,742600780,52,58,20,3,1,1,45
11216,26,958258919,67,47,53,6,0,0,18
11217,28,376217480,75,36,-37,10,1,1,15
11218,36,29187063,58,41,33,0,0,0,40
11219,97,368622785,31,38,54,7,1,1,19
11220,98,890871203,55,54,52,9,0,0,43
11221,83,84137354,40,48,46,10,1,1,43
11222,110,673085468,57,58,22,6,0,0,21
11223,58,253749789,62,54,-29,10,1,1,33
11224,98,856011217,75,39,25,10,0,0,20
11225,57,844824854,17,42,6,4,1,1,36
11226,3,417033370,65,35,-25,0,0,0,16
11227,93,639649134,26,58,-12,6,1,1,36
11228,68,622753407,64,38,25,3,0,0,38
11229,17,927620504,41,39,-46,8,1,1,23
11230,89,84323467,57,41,-46,5,0,0,13
11231,41,623275902,55,44,20,1,1,1,53
11232,106,772002488,49,49,2,8,0,0,18
11233,95,789926717,35,42,-18,0,1,1,56
11234,93,590331241,58,56,-5,8,0,0,32
11235,88,662156824,29,37,29,10,1,1,19
11236,10,9212560,40,51,-13,7,0,0,16
11237,13,228699983,23,59,47,9,1,1,58
11238,40,875820482,54,31,45,0,0,0,52
11239,10,655508419,15,33,54,4,1,1,47
11240,85,509652665,64,59,20,10,0,0,35
11241,62,52722618,54,57,-15,10,1,1,38
11242,63,165975274,63,57,44,7,0,0,33
11243,9,245832783,48,45,-30,0,1,1,54
11244,55,276602867,43,57,44,2,0,0,21
11245,103,835336893,38,49,51,5,1,1,2
11246,31,560437059,40,38,29,4,0,0,27
11247,5,967294175,30,58,-49,5,1,1,46
11248,91,912775404,72,34,44,7,0,0,37
11249,51,508265675,49,56,38,10,1,1,53
11250,29,726045857,80,46,-31,3,0,0,44
11251,22,42937114,52,52,-13,10,1,1,47
11252,83,92590653,33,32,-40,8,0,0,23
11253,55,494069451,46,43,44,4,1,1,36
11254,94,505385987,60,46,7,8,0,0,3
11255,35,880760091,51,52,-50,2,1,1,13
11256,25,43741355,26,47,38,9,0,0,45
11257,41,52086287,45,54,-34,7,1,1,4
11258,52,513403639,39,37,-19,0,0,0,22
11259,85,844393808,45,52,-8,2,1,1,44
11260,67,373502623,69,56,42,10,0,0,38
11261,93,968428014,20,60,-7,9,1,1,14
11262,44,130493307,49,40,60,10,0,0,46
11263,88,576913260,70,52,18,7,1,1,47
11264,37,691304271,69,40,-2,4,0,0,3
11265,3,910124900,76,38,-18,1,1,1,15
11266,37,299151170,21,56,-4,9,0,0,3
11267,28,415805680,44,52,55,7,1,1,47
11268,110,808286153,44,44,-10,8,0,0,20
11269,3,402963004,65,54,-19,8,1,1,8
11270,27,108341179,53,47,14,0,0,0,27
11271,48,509022006,80,42,0,7,1,1,36
11272,10,772189482,78,35,32,9,0,0,17
11273,4,701033479,52,53,60,9,1,1,33
11274,100,790728411,37,33,-11,3,0,0,29
11275,68,7890667,26,40,-16,9,1,1,31
11276,110,164684312,15,48,-5,0,0,0,7
11277,57,676215731,77,38,33,4,1,1,14
11278,95,784424160,67,53,5,2,0,0,39
11279,58,914290519,44,34,-6,9,1,1,7
11280,78,905336449,23,35,14,6,0,0,51
11281,63,822328121,64,34,16,4,1,1,50
11282,94,691875431,63,32,52,4,0,0,36
11283,39,83542420,46,40,25,0,1,1,50
11284,74,436358620,80,33,-49,5,0,0,50
11285,43,906370807,42,58,-9,0,1,1,60
11286,4,403521991,38,52,7,7,0,0,56
11287,10,251251085,71,47,51,5,1,1,17
11288,44,678094544,20,41,34,3,0,0,21
11289,104,909723090,75,54,14,6,1,1,24
11290,75,345881008,40,33,-25,2,0,0,8
11291,53,372004731,26,56,-35,0,1,1,59
11292,52,578406621,78,30,-12,3,0,0,10
11293,87,541890144,66,52,-37,3,1,1,54
11294,41,416316712,79,55,36,8,0,0,38
11295,52,318859973,21,48,35,9,1,1,56
11296,96,196495246,40,47,-41,5,0,0,12
11297,79,940282080,53,38,11,2,1,1,51
11298,44,990559962,31,38,31,0,0,0,27
11299,81,352428562,44,43,-49,8,1,1,20
11300,65,685324258,18,54,55,8,0,0,12
11301,14,630159738,50,60,1,5,1,1,39
11302,109,564677206,49,42,54,10,0,0,17
11303,86,535842160,39,30,-22,4,1,1,53
11304,61,447837807,29,33,-28,8,0,0,54
11305,36,46469444,41,50,56,3,1,1,24
11306,46,760661093,41,38,-34,10,0,0,8
11307,55,352037102,31,30,43,8,1,1,27
11308,54,608420380,78,49,-29,4,0,0,36
11309,30,914494317,78,40,40,2,1,1,34
11310,28,231746610,20,40,-34,2,0,0,50
11311,81,641576258,17,40,30,0,1,1,60
11312,72,768090324,75,51,8,1,0,0,7
11313,53,393647624,31,30,-20,8,1,1,58
11314,68,934914218,78,38,-25,0,0,0,54
11315,73,288624171,65,38,27,3,1,1,56
11316,28,43383052,32,30,-26,5,0,0,26
11317,73,900966683,78,43,11,10,1,1,50
11318,51,819452721,35,33,23,7,0,0,33
11319,93,961328513,49,35,10,8,1,1,58
11320,14,898861876,73,42,41,1,0,0,59
11321,90,506405818,49,49,13,10,1,1,24
11322,24,104965527,63,37,55,1,0,0,15
11323,25,593883480,38,31,-22,4,1,1,26
11324,98,310169848,40,54,-22,6,0,0,51
11325,40,996998305,17,37,-38,5,1,1,21
11326,37,740560927,58,49,-7,2,0,0,22
11327,63,362906655,69,46,17,10,1,1,33
11328,82,698070410,15,31,29,3,0,0,20
11329,21,280762719,43,52,32,7,1,1,28
11330,82,585576439,21,35,60,10,0,0,42
11331,78,453623501,21,39,17,7,1,1,44
11332,47,849403331,33,46,9,9,0,0,48
11333,25,582321703,72,47,-17,1,1,1,22
11334,106,853859058,78,47,-5,1,0,0,1
11335,75,119093034,74,35,52,0,1,1,46
11336,66,197550775,40,31,10,8,0,0,12
11337,71,628351239,42,42,48,6,1,1,48
11338,58,221431454,45,57,-15,6,0,0,26
11339,43,239682146,58,38,-10,5,1,1,42
11340,5,492412056,47,57,46,10,0,0,48
11341,46,356959669,67,43,-6,5,1,1,17
11342,97,938108747,25,60,48,0,0,0,52
11343,71,588976624,74,45,6,8,1,1,27
11344,41,112110718,44,30,-8,3,0,0,47
11345,94,717219263,27,42,-14,1,1,1,28
11346,99,145289599,66,38,51,5,0,0,18
11347,33,722361958,62,60,50,9,1,1,45
11348,45,737387901,37,57,29,1,0,0,36
11349,78,358685980,34,34,-25,5,1,1,9
11350,62,583331943,32,45,55,2,0,0,42
11351,95,700928461,65,59,7,7,1,1,35
11352,33,860262253,69,32,17,6,0,0,59
11353,13,40737146,74,60,20,7,1,1,55
11354,65,611129941,56,53,31,5,0,0,56
11355,79,266230378,75,58,-21,8,1,1,44
11356,81,104465368,80,30,6,8,0,0,51
11357,44,203969111,27,36,23,2,1,1,46
11358,57,817943838,38,51,-29,9,0,0,10
11359,49,837229687,78,55,-33,8,1,1,50
11360,37,969532150,61,39,-27,2,0,0,21
11361,57,236649804,49,47,-42,6,1,1,12
11362,7,826891817,63,49,24,2,0,0,45
11363,65,159482033,76,60,-38,1,1,1,32
11364,53,437083659,46,32,37,10,0,0,55
11365,10,269003554,70,59,30,3,1,1,53
11366,8,621635538,30,31,41,10,0,0,5
11367,28,173050200,25,39,54,2,1,1,38
11368,109,277976936,40,36,-46,2,0,0,5
11369,108,310572312,24,46,-13,10,1,1,49
11370,69,236826680,72,30,52,5,0,0,43
11371,39,204930043,53,32,-17,6,1,1,37
11372,6,498239548,32,40,-28,8,0,0,34
11373,49,218040922,65,42,-32,6,1,1,56
11374,37,631725827,76,32,21,10,0,0,29
11375,59,588279503,26,60,49,6,1,1,7
11376,9,798062006,73,50,-30,1,0,0,26
11377,8,793292675,76,54,-37,10,1,1,55
11378,47,808268982,60,53,-25,4,0,0,7
11379,101,307996243,54,59,-21,4,1,1,1
11380,105,284706836,77,44,32,2,0,0,28
11381,45,411776061,20,49,8,9,1,1,16
11382,2,148297396,19,37,47,1,0,0,11
11383,14,737305952,44,38,-38,8,1,1,59
11384,47,508137101,67,44,-34,0,0,0,30
11385,106,843915773,41,34,6,1,1,1,7
11386,31,220862806,32,30,32,9,0,0,40
11387,78,353913826,49,51,-10,7,1,1,29
11388,61,972768967,15,42,25,4,0,0,45
11389,47,432353034,63,39,6,4,1,1,12
11390,105,573154667,41,30,-38,0,0,0,30
11391,11,887106098,74,33,23,7,1,1,25
11392,90,144557464,26,47,19,3,0,0,4
11393,24,511851497,38,47,-19,7,1,1,40
11394,98,89450405,40,37,18,1,0,0,19
11395,78,55785512,40,37,54,3,1,1,16
11396,105,26769852,39,45,31,2,0,0,32
11397,7,586853235,40,52,-25,6,1,1,48
11398,3,481575395,36,37,-37,1,0,0,38
11399,108,344181277,35,56,-10,0,1,1,27
11400,31,822964377,23,54,28,4,0,0,19
11401,38,815939810,73,39,-31,2,1,1,60
11402,71,305857529,71,55,53,9,0,0,17
11403,60,62349673,75,32,-2,4,1,1,30
11404,98,170404456,25,46,16,5,0,0,43
11405,65,696214842,60,39,33,3,1,1,19
11406,100,689295329,65,47,28,5,0,0,41
11407,17,112501520,77,52,57,10,1,1,4
11408,33,392614622,55,41,-33,2,0,0,41
11409,41,690780075,40,44,22,10,1,1,55
11410,107,760212965,35,44,-22,2,0,0,46
11411,51,654070550,56,46,15,1,1,1,7
11412,71,324171603,78,50,60,3,0,0,58
11413,17,763568804,34,49,-39,3,1,1,44
11414,32,857906714,53,49,14,2,0,0,27
11415,97,856440867,69,35,7,4,1,1,34
11416,93,656338476,34,43,31,2,0,0,5
11417,31,677854931,34,60,38,2,1,1,45
11418,5,520874798,45,43,-29,2,0,0,50
11419,52,62527001,33,36,13,4,1,1,53
11420,70,48042151,56,47,17,7,0,0,22
11421,87,756010652,42,38,20,2,1,1,28
11422,27,52853325,45,36,-9,4,0,0,43
11423,31,304055675,58,44,55,0,1,1,12
11424,76,671092315,30,42,50,9,0,0,43
11425,31,298219674,30,50,27,1,1,1,8
11426,106,783145803,17,46,-40,0,0,0,23
11427,101,468914874,25,51,37,8,1,1,32
11428,5,622106711,70,60,-7,8,0,0,52
11429,50,488128356,50,31,-48,0,1,1,8
11430,50,563985208,50,51,50,8,0,0,55
11431,19,596763335,22,57,-4,8,1,1,37
11432,83,99127332,48,52,23,8,0,0,36
11433,17,289190555,79,38,-25,0,1,1,6
11434,70,980732563,44,34,13,4,0,0,11
11435,19,977225300,77,42,-15,0,1,1,24
11436,51,705426933,54,38,-28,0,0,0,14
11437,46,2216396,45,48,18,1,1,1,20
11438,64,204704405,19,52,-44,7,0,0,54
11439,72,35780368,46,48,27,0,1,1,59
11440,26,593572727,21,59,44,4,0,0,22
11441,87,573094938,35,46,34,0,1,1,46
11442,10,939339098,59,34,-28,2,0,0,59
11443,89,34997393,48,59,41,0,1,1,22
11444,88,715486998,39,32,-46,2,0,0,41
11445,108,558987729,74,43,-29,10,1,1,53
11446,88,552687645,17,59,-19,8,0,0,16
11447,42,134984124,43,42,10,8,1,1,54
11448,99,569156063,26,53,44,10,0,0,34
11449,44,29920935,47,56,-21,3,1,1,53
11450,85,480585557,16,36,-42,9,0,0,38
11451,110,725181968,37,56,28,0,1,1,4
11452,59,544687072,39,55,-5,7,0,0,44
11453,9,45899548,72,56,8,0,1,1,36
11454,68,830331273,78,35,-9,6,0,0,39
11455,58,590965564,29,54,-4,10,1,1,26
11456,29,651081457,54,53,-31,0,0,0,39
11457,103,755345333,72,60,-28,0,1,1,30
11458,73,718198375,19,31,33,0,0,0,15
11459,64,225153384,32,45,54,4,1,1,15
11460,34,233696644,48,52,14,2,0,0,38
11461,11,445281175,57,40,6,4,1,1,30
11462,16,102690495,38,55,-7,3,0,0,37
11463,97,923243077,73,52,-33,0,1,1,42
11464,9,433468095,43,48,43,9,0,0,45
11465,56,623948443,31,40,-33,3,1,1,29
11466,101,442107867,29,48,-2,6,0,0,23
11467,106,665207834,58,35,14,0,1,1,32
11468,49,764592346,78,52,-9,3,0,0,1
11469,25,604643787,53,34,20,7,1,1,5
11470,68,607218322,52,34,-15,7,0,0,22
11471,65,756875822,29,58,14,3,1,1,11
11472,38,920166507,61,49,-12,9,0,0,57
11473,5,163207508,62,50,53,2,1,1,50
11474,11,518556507,34,40,27,6,0,0,15
11475,97,871027292,21,37,60,7,1,1,45
11476,68,857636029,57,42,-1,9,0,0,57
11477,106,512640672,36,30,-35,9,1,1,22
11478,83,493153403,26,54,54,3,0,0,38
11479,107,944960664,54,30,60,9,1,1,21
11480,83,847173640,31,60,21,7,0,0,24
11481,15,124777921,19,52,40,6,1,1,35
11482,44,205570520,34,30,-45,4,0,0,35
11483,32,531186679,46,57,28,5,1,1,4
11484,61,826423123,77,39,58,7,0,0,23
11485,9,338544056,51,56,-25,5,1,1,34
11486,104,517234289,40,34,-14,7,0,0,9
11487,110,654700697,16,51,7,6,1,1,54
11488,90,407335206,23,47,47,3,0,0,32
11489,87,821931797,25,52,47,10,1,1,31
11490,38,401826101,19,51,56,5,0,0,6
11491,3,517079654,54,52,36,4,1,1,60
11492,2,95603057,66,31,-30,4,0,0,57
11493,36,935544410,58,43,53,9,1,1,38
11494,48,785993570,27,52,19,9,0,0,6
11495,11,731513714,31,48,-39,5,1,1,60
11496,15,718496222,16,39,39,2,0,0,36
11497,69,485110125,67,44,-5,2,1,1,6
11498,80,768652132,63,60,56,10,0,0,56
11499,30,895445749,75,59,51,9,1,1,38
11500,24,458286948,28,50,7,9,0,0,23
11501,39,61460837,29,37,-26,6,1,1,26
11502,40,859613686,63,34,-4,1,0,0,24
11503,72,623499903,51,37,-47,1,1,1,60
11504,4,390652827,63,58,-13,9,0,0,26
11505,73,787913391,55,33,-11,6,1,1,10
11506,17,857945705,74,42,18,7,0,0,32
11507,69,733969241,28,56,-18,9,1,1,46
11508,2,17544259,47,50,34,9,0,0,27
11509,22,402563496,77,36,49,5,1,1,7
11510,10,26558290,53,45,-18,4,0,0,37
11511,66,264083450,33,57,-5,1,1,1,34
11512,59,645705786,62,54,14,6,0,0,25
11513,90,51431684,51,53,27,1,1,1,33
11514,75,869581700,80,37,6,6,0,0,10
11515,85,256584593,26,52,12,1,1,1,43
11516,96,329632077,33,39,7,2,0,0,31
11517,72,609170246,57,41,54,10,1,1,9
11518,46,862829361,52,40,40,6,0,0,42
11519,104,973072398,76,58,-40,2,1,1,9
11520,81,650822595,40,50,-6,7,0,0,51
11521,97,494720600,53,59,-34,0,1,1,52
11522,13,45959145,28,40,13,5,0,0,53
11523,61,189755244,54,53,-1,2,1,1,41
11524,103,258527098,45,51,-24,8,0,0,56
11525,27,843805801,43,39,-7,9,1,1,21
11526,20,27935629,53,50,-39,9,0,0,13
11527,80,591707405,42,46,-13,8,1,1,6
11528,31,503652325,24,39,-50,2,0,0,14
11529,69,332226428,46,34,-24,8,1,1,44
11530,96,740593242,65,40,-2,2,0,0,21
11531,34,696431688,33,34,-22,10,1,1,57
11532,26,879567377,54,41,-41,10,0,0,24
11533,93,728718695,26,47,0,8,1,1,55
11534,48,823435208,76,55,-16,1,0,0,34
11535,7,139606290,35,35,-32,7,1,1,2
11536,101,286481351,18,41,37,5,0,0,48
11537,95,349351278,61,43,-9,9,1,1,24
11538,104,697308446,15,30,27,0,0,0,8
11539,70,68384038,38,50,-31,9,1,1,2
11540,105,104372801,26,59,-29,4,0,0,46
11541,32,832919771,17,58,31,1,1,1,13
11542,78,294999893,19,30,43,8,0,0,17
11543,75,592812813,15,41,26,2,1,1,24
11544,18,429334137,66,39,-4,4,0,0,38
11545,38,77521030,34,41,16,2,1,1,55
11546,8,39377174,53,34,34,2,0,0,55
11547,97,885951464,69,59,25,8,1,1,26
11548,91,742917883,35,35,-47,8,0,0,11
11549,110,885267343,55,56,-22,5,1,1,60
11550,104,442420139,15,53,47,9,0,0,12
11551,91,559218925,67,54,-9,0,1,1,33
11552,9,906426827,39,30,-7,7,0,0,5
11553,107,458234627,65,30,35,6,1,1,9
11554,93,811117244,61,54,30,6,0,0,22
11555,14,417129633,33,36,9,0,1,1,44
11556,14,563181249,65,54,-40,1,0,0,57
11557,7,58220001,76,43,-43,3,1,1,35
11558,75,277383156,53,59,-33,0,0,0,50
11559,70,489792545,16,42,56,7,1,1,17
11560,22,36881825,59,51,36,2,0,0,37
11561,74,834435332,78,41,49,1,1,1,16
11562,40,588643577,22,34,-26,10,0,0,29
11563,16,124577796,27,53,-48,4,1,1,44
11564,41,108141354,55,48,23,5,0,0,48
11565,91,807318836,67,56,-23,8,1,1,17
11566,75,361719120,46,30,-27,10,0,0,26
11567,85,872855504,38,32,4,9,1,1,30
11568,54,159870435,74,56,57,2,0,0,16
11569,1,895505044,28,33,11,0,1,1,34
11570,3,116927232,56,43,11,4,0,0,35
11571,14,713093982,30,46,7,4,1,1,48
11572,20,516836354,41,38,-41,10,0,0,5
11573,39,828717669,40,51,14,9,1,1,55
11574,66,754275737,59,30,24,4,0,0,34
11575,83,607606255,44,57,-10,9,1,1,12
11576,39,230191115,21,33,50,6,0,0,29
11577,39,390163125,33,51,-8,9,1,1,48
11578,108,836647190,25,30,-50,4,0,0,26
11579,65,912733461,17,54,5,10,1,1,33
11580,105,616903296,63,30,-7,5,0,0,11
11581,62,543509774,55,48,11,6,1,1,8
11582,40,606154449,74,52,29,4,0,0,48
11583,29,483865236,70,53,16,10,1,1,4
11584,49,509539310,27,60,38,0,0,0,18
11585,7,379297200,42,40,-24,5,1,1,45
11586,8,838895493,67,58,5,6,0,0,26
11587,57,931216722,40,38,-27,9,1,1,11
11588,102,99680507,48,55,-38,4,0,0,59
11589,72,265362524,80,36,46,5,1,1,55
11590,59,971647290,73,42,39,4,0,0,29
11591,59,526970493,40,60,45,2,1,1,39
11592,108,939638901,73,46,41,7,0,0,51
11593,33,452877961,40,39,18,6,1,1,44
11594,110,922912759,47,40,18,1,0,0,58
11595,33,662110485,38,58,37,3,1,1,30
11596,19,240679507,35,36,26,2,0,0,51
11597,88,937456023,24,38,-17,7,1,1,60
11598,16,956866784,24,50,38,1,0,0,48
11599,83,437217840,68,60,36,5,1,1,4
11600,23,468207674,41,39,3,10,0,0,35
11601,34,576402534,44,32,-8,9,1,1,37
11602,75,297293700,55,51,22,6,0,0,50
11603,25,642209441,26,56,-37,2,1,1,41
11604,80,988905429,20,46,-45,5,0,0,8
11605,7,498499592,48,54,-2,10,1,1,53
11606,95,92100087,21,32,-32,5,0,0,28
11607,108,322236213,27,39,-49,9,1,1,34
11608,32,152339332,49,54,-35,8,0,0,40
11609,76,487472825,71,40,53,5,1,1,31
11610,58,366253645,35,51,55,3,0,0,18
11611,65,967488920,18,37,-25,10,1,1,16
11612,40,305502911,51,37,34,9,0,0,21
11613,77,430443660,45,59,-21,4,1,1,14
11614,24,285605377,74,44,-4,9,0,0,52
11615,13,304134208,63,30,0,4,1,1,4
11616,100,326637342,15,50,-12,3,0,0,58
11617,20,52520571,39,54,-38,7,1,1,26
11618,14,910731852,36,43,8,9,0,0,13
11619,29,626712169,36,57,-38,4,1,1,47
11620,92,677139589,34,44,27,0,0,0,49
11621,11,214596157,27,38,18,8,1,1,25
11622,27,372952682,42,31,53,4,0,0,15
11623,22,999052682,68,52,45,5,1,1,24
11624,11,177718020,47,54,-7,1,0,0,51
11625,4,407585299,69,54,30,4,1,1,10
11626,77,394830191,29,54,-12,4,0,0,42
11627,78,253393006,30,50,55,4,1,1,31
11628,94,169941797,31,32,42,10,0,0,11
11629,59,820800914,50,59,-27,5,1,1,49
11630,105,510634291,66,47,56,6,0,0,56
11631,11,969040492,58,36,-34,4,1,1,10
11632,85,821241485,26,42,7,9,0,0,60
11633,2,581980348,79,36,-35,2,1,1,7
11634,30,430709383,42,49,-30,1,0,0,27
11635,110,100290931,75,30,-41,10,1,1,55
11636,69,9082394,43,52,38,7,0,0,12
11637,85,687614133,63,49,-40,6,1,1,25
11638,64,663532689,72,55,0,8,0,0,59
11639,23,202295170,64,50,20,6,1,1,38
11640,48,878649313,39,48,-35,5,0,0,4
11641,65,570728984,72,46,-12,4,1,1,28
11642,31,367398506,37,56,-14,7,0,0,58
11643,59,863599987,28,54,13,9,1,1,9
11644,53,63226634,37,38,19,7,0,0,23
11645,5,611132721,38,34,-25,0,1,1,32
11646,38,869734272,31,38,-2,2,0,0,12
11647,72,761853948,36,36,24,10,1,1,25
11648,39,907983214,25,38,57,10,0,0,14
11649,44,994284313,22,44,-48,1,1,1,25
11650,46,120418504,38,33,49,4,0,0,35
11651,17,145024105,35,59,-3,7,1,1,40
11652,83,851984655,24,51,26,1,0,0,51
11653,24,264760377,57,44,50,6,1,1,11
11654,60,967325175,55,34,57,7,0,0,9
11655,96,338194378,80,53,38,4,1,1,42
11656,1,311479579,78,49,-48,5,0,0,28
11657,14,341901632,18,51,57,4,1,1,26
11658,75,108973182,41,50,45,1,0,0,51
11659,54,446306958,19,51,-4,8,1,1,23
11660,35,578503246,48,43,6,7,0,0,31
11661,12,533525719,40,51,24,4,1,1,34
11662,90,676574973,37,44,47,9,0,0,41
11663,41,259012135,69,50,40,9,1,1,22
11664,110,388800955,63,39,7,9,0,0,30
11665,107,808766986,16,60,-26,1,1,1,7
11666,62,729505220,71,40,29,0,0,0,51
11667,105,251440577,21,56,1,4,1,1,18
11668,91,594377499,23,55,38,3,0,0,48
11669,107,268114045,80,40,-13,9,1,1,21
11670,69,176236987,79,30,16,7,0,0,16
11671,59,401477679,35,56,52,5,1,1,54
11672,78,173816412,39,52,-31,3,0,0,39
11673,30,776839525,59,58,-32,2,1,1,35
11674,80,592368808,37,41,-30,2,0,0,8
11675,62,568119281,74,55,57,9,1,1,17
11676,70,693152456,72,53,56,2,0,0,20
11677,71,720877931,58,46,21,1,1,1,8
11678,65,638874445,72,40,41,3,0,0,3
11679,23,302630918,45,55,5,0,1,1,1
11680,48,44666747,71,55,-32,1,0,0,58
11681,41,301750742,26,60,-2,6,1,1,26
11682,82,868249196,62,30,47,9,0,0,16
11683,60,397914907,52,57,42,7,1,1,35
11684,25,499575405,23,35,52,10,0,0,8
11685,63,275722324,52,43,52,0,1,1,26
11686,99,590140052,76,45,-15,2,0,0,22
11687,58,159105419,26,57,-46,3,1,1,17
11688,3,62532567,29,32,-5,3,0,0,53
11689,8,442970491,42,57,-32,4,1,1,11
11690,47,267255414,16,38,41,9,0,0,3
11691,59,199634163,57,30,33,6,1,1,60
11692,104,452308029,63,36,-13,8,0,0,35
11693,40,217343338,54,55,6,0,1,1,40
11694,75,341760947,73,54,60,5,0,0,39
11695,61,250692120,72,46,39,0,1,1,2
11696,86,41373364,66,42,5,6,0,0,41
11697,3,861011346,50,50,-14,10,1,1,32
11698,107,976213588,57,32,22,1,0,0,18
11699,105,538750418,61,51,-33,8,1,1,46
11700,95,796041734,68,46,-16,8,0,0,58
11701,86,429735097,29,46,21,10,1,1,48
11702,107,350480311,64,60,-3,6,0,0,57
11703,104,863395088,66,42,-39,10,1,1,38
11704,21,973259035,59,48,11,2,0,0,25
11705,19,643787881,76,30,26,2,1,1,50
11706,14,83845752,56,45,-13,6,0,0,17
11707,32,647879311,31,51,-15,3,1,1,30
11708,37,325688688,38,51,-30,0,0,0,4
11709,14,809606178,23,58,-32,7,1,1,31
11710,3,137291348,52,51,58,8,0,0,40
11711,64,329291749,26,41,-16,6,1,1,24
11712,52,676535729,49,47,-44,10,0,0,60
11713,31,22047651,54,47,-3,0,1,1,14
11714,34,698556698,18,45,42,3,0,0,34
11715,60,530593986,35,35,-34,1,1,1,10
11716,7,80160893,27,52,-2,1,0,0,31
11717,100,535787711,32,60,6,10,1,1,16
11718,101,841009638,58,47,47,2,0,0,18
11719,48,643449168,52,58,43,9,1,1,28
11720,32,129133334,40,42,-33,1,0,0,26
11721,74,818362183,66,41,50,3,1,1,43
11722,69,725901330,58,36,48,9,0,0,8
11723,86,848657570,61,59,47,1,1,1,47
11724,39,183218554,47,42,13,8,0,0,32
11725,37,545267694,78,48,-42,4,1,1,37
11726,74,163545842,72,44,-28,8,0,0,41
11727,39,206761804,28,56,-5,10,1,1,32
11728,21,333858669,74,57,49,7,0,0,30
11729,2,659235399,62,57,-40,8,1,1,7
11730,98,598581267,30,59,51,9,0,0,37
11731,83,150439194,55,56,-42,9,1,1,56
11732,51,8341137,75,55,5,1,0,0,14
11733,102,68492598,23,56,9,6,1,1,47
11734,60,467939993,31,41,19,9,0,0,9
11735,43,48724008,48,55,-11,8,1,1,48
11736,54,754024126,49,42,60,2,0,0,14
11737,46,730201495,27,36,-20,10,1,1,57
11738,24,157438129,37,53,-37,10,0,0,1
11739,38,748454706,40,57,9,4,1,1,16
11740,39,380997362,28,60,-3,5,0,0,7
11741,87,600591832,57,31,-28,6,1,1,60
11742,103,304814755,31,52,6,8,0,0,54
11743,10,578672024,77,54,7,5,1,1,23
11744,1,994892544,45,42,-40,8,0,0,44
11745,32,257500267,24,51,-20,10,1,1,22
11746,106,752308976,60,41,55,10,0,0,22
11747,71,619117666,30,30,21,6,1,1,11
11748,9,453107879,53,39,30,8,0,0,15
11749,89,897319507,15,37,-48,10,1,1,27
11750,35,775034285,34,59,-36,9,0,0,59
11751,24,95851349,50,43,-6,1,1,1,29
11752,53,331092009,79,52,39,4,0,0,46
11753,27,82706052,74,51,-37,1,1,1,37
11754,37,882991379,30,51,-25,9,0,0,25
11755,46,863275810,64,40,33,4,1,1,22
11756,71,698441718,38,41,-20,8,0,0,58
11757,103,652743690,21,60,44,3,1,1,43
11758,52,619160813,47,36,44,4,0,0,21
11759,22,697489434,39,46,3,7,1,1,24
11760,91,561192960,80,37,-33,2,0,0,10
11761,87,682916139,55,41,13,6,1,1,42
11762,92,675729532,68,36,-41,8,0,0,41
11763,101,638955219,35,42,-28,4,1,1,5
11764,67,783429420,21,42,-8,2,0,0,3
11765,10,78033916,39,42,50,8,1,1,56
11766,31,679635920,57,57,-41,5,0,0,7
11767,13,807361827,17,42,-41,4,1,1,43
11768,110,810520725,59,31,58,5,0,0,11
11769,108,560732683,24,48,54,4,1,1,60
11770,41,628510554,23,34,-38,1,0,0,12
11771,66,467675665,78,53,-19,7,1,1,39
11772,12,824915528,71,39,52,6,0,0,27
11773,42,479421322,47,44,16,2,1,1,25
11774,36,580033228,55,59,-1,8,0,0,35
11775,78,762863597,37,43,-20,0,1,1,52
11776,86,52052386,17,40,15,10,0,0,43
11777,30,636568708,36,50,19,9,1,1,59
11778,79,832934889,43,31,-39,3,0,0,26
11779,55,626114081,69,33,-5,6,1,1,43
11780,62,257763891,21,59,-2,9,0,0,55
11781,69,833806920,38,57,-20,4,1,1,49
